Subject,Age,MTELP,Question,Right,Condition,HabCC,Course
BA1052,19,36,Q9,0,human_cc,YES,BA
BA1052,19,36,Q10,0,human_cc,YES,BA
BA1053,19,33,Q1,1,no_cc,YES,BA
BA1053,19,33,Q2,1,no_cc,YES,BA
BA1053,19,33,Q3,0,no_cc,YES,BA
BA1053,19,33,Q4,1,no_cc,YES,BA
BA1053,19,33,Q5,0,no_cc,YES,BA
BA1053,19,33,Q6,0,no_cc,YES,BA
BA1053,19,33,Q7,0,no_cc,YES,BA
BA1053,19,33,Q8,0,no_cc,YES,BA
BA1053,19,33,Q9,0,no_cc,YES,BA
BA1053,19,33,Q10,0,no_cc,YES,BA
BA1055,19,45,Q1,1,no_cc,YES,BA
BA1055,19,45,Q2,1,no_cc,YES,BA
BA1055,19,45,Q3,1,no_cc,YES,BA
BA1055,19,45,Q4,1,no_cc,YES,BA
BA1055,19,45,Q5,1,no_cc,YES,BA
BA1055,19,45,Q6,1,no_cc,YES,BA
BA1055,19,45,Q7,1,no_cc,YES,BA
BA1055,19,45,Q8,0,no_cc,YES,BA
BA1055,19,45,Q9,1,no_cc,YES,BA
BA1055,19,45,Q10,1,no_cc,YES,BA
BA1056,19,41,Q1,1,auto_cc,YES,BA
BA1056,19,41,Q2,0,auto_cc,YES,BA
BA1056,19,41,Q3,0,auto_cc,YES,BA
BA1056,19,41,Q4,0,auto_cc,YES,BA
BA1056,19,41,Q5,0,auto_cc,YES,BA
BA1056,19,41,Q6,0,auto_cc,YES,BA
BA1056,19,41,Q7,1,auto_cc,YES,BA
BA1056,19,41,Q8,0,auto_cc,YES,BA
BA1056,19,41,Q9,1,auto_cc,YES,BA
BA1056,19,41,Q10,1,auto_cc,YES,BA
BA1057,45,43,Q1,1,human_cc,NO,BA
BA1057,45,43,Q2,1,human_cc,NO,BA
BA1057,45,43,Q3,1,human_cc,NO,BA
BA1057,45,43,Q4,0,human_cc,NO,BA
BA1057,45,43,Q5,0,human_cc,NO,BA
BA1057,45,43,Q6,1,human_cc,NO,BA
BA1057,45,43,Q7,0,human_cc,NO,BA
BA1057,45,43,Q8,0,human_cc,NO,BA
BA1057,45,43,Q9,1,human_cc,NO,BA
BA1057,45,43,Q10,0,human_cc,NO,BA
BA1058,20,43,Q1,1,no_cc,NO,BA
BA1058,20,43,Q2,1,no_cc,NO,BA
BA1058,20,43,Q3,0,no_cc,NO,BA
BA1058,20,43,Q4,0,no_cc,NO,BA
BA1058,20,43,Q5,0,no_cc,NO,BA
BA1058,20,43,Q6,1,no_cc,NO,BA
BA1058,20,43,Q7,1,no_cc,NO,BA
BA1058,20,43,Q8,1,no_cc,NO,BA
BA1058,20,43,Q9,1,no_cc,NO,BA
BA1058,20,43,Q10,1,no_cc,NO,BA
BA1059,19,42,Q1,1,auto_cc,YES,BA
BA1059,19,42,Q2,1,auto_cc,YES,BA
BA1059,19,42,Q3,0,auto_cc,YES,BA
BA1059,19,42,Q4,0,auto_cc,YES,BA
BA1059,19,42,Q5,1,auto_cc,YES,BA
BA1059,19,42,Q6,0,auto_cc,YES,BA
BA1059,19,42,Q7,1,auto_cc,YES,BA
BA1059,19,42,Q8,0,auto_cc,YES,BA
BA1059,19,42,Q9,1,auto_cc,YES,BA
BA1059,19,42,Q10,1,auto_cc,YES,BA
BA1060,19,38,Q1,1,auto_cc,YES,BA
BA1060,19,38,Q2,1,auto_cc,YES,BA
BA1060,19,38,Q3,1,auto_cc,YES,BA
BA1060,19,38,Q4,1,auto_cc,YES,BA
BA1060,19,38,Q5,0,auto_cc,YES,BA
BA1060,19,38,Q6,1,auto_cc,YES,BA
BA1060,19,38,Q7,1,auto_cc,YES,BA
BA1060,19,38,Q8,0,auto_cc,YES,BA
BA1060,19,38,Q9,1,auto_cc,YES,BA
BA1060,19,38,Q10,1,auto_cc,YES,BA
BA1061,20,44,Q1,1,human_cc,NO,BA
BA1061,20,44,Q2,0,human_cc,NO,BA
BA1061,20,44,Q3,1,human_cc,NO,BA
BA1061,20,44,Q4,1,human_cc,NO,BA
BA1061,20,44,Q5,1,human_cc,NO,BA
BA1061,20,44,Q6,1,human_cc,NO,BA
BA1061,20,44,Q7,1,human_cc,NO,BA
BA1061,20,44,Q8,0,human_cc,NO,BA
BA1061,20,44,Q9,0,human_cc,NO,BA
BA1061,20,44,Q10,0,human_cc,NO,BA
BA1062,19,42,Q1,1,no_cc,YES,BA
BA1062,19,42,Q2,1,no_cc,YES,BA
BA1062,19,42,Q3,1,no_cc,YES,BA
BA1062,19,42,Q4,0,no_cc,YES,BA
BA1062,19,42,Q5,1,no_cc,YES,BA
BA1062,19,42,Q6,1,no_cc,YES,BA
BA1062,19,42,Q7,0,no_cc,YES,BA
BA1062,19,42,Q8,1,no_cc,YES,BA
BA1062,19,42,Q9,1,no_cc,YES,BA
BA1062,19,42,Q10,0,no_cc,YES,BA
BA1063,25,41,Q1,0,human_cc,YES,BA
BA1063,25,41,Q2,0,human_cc,YES,BA
BA1063,25,41,Q3,0,human_cc,YES,BA
BA1063,25,41,Q4,1,human_cc,YES,BA
BA1063,25,41,Q5,0,human_cc,YES,BA
BA1063,25,41,Q6,1,human_cc,YES,BA
BA1063,25,41,Q7,1,human_cc,YES,BA
BA1063,25,41,Q8,0,human_cc,YES,BA
BA1063,25,41,Q9,0,human_cc,YES,BA
BA1063,25,41,Q10,0,human_cc,YES,BA
BA1064,22,34,Q1,0,auto_cc,YES,BA
BA1064,22,34,Q2,0,auto_cc,YES,BA
BA1064,22,34,Q3,0,auto_cc,YES,BA
BA1064,22,34,Q4,0,auto_cc,YES,BA
BA1064,22,34,Q5,1,auto_cc,YES,BA
BA1064,22,34,Q6,1,auto_cc,YES,BA
BA1064,22,34,Q7,1,auto_cc,YES,BA
BA1064,22,34,Q8,0,auto_cc,YES,BA
BA1064,22,34,Q9,1,auto_cc,YES,BA
BA1064,22,34,Q10,1,auto_cc,YES,BA
BA1065,22,45,Q1,1,no_cc,NO,BA
BA1065,22,45,Q2,1,no_cc,NO,BA
BA1065,22,45,Q3,0,no_cc,NO,BA
BA1065,22,45,Q4,0,no_cc,NO,BA
BA1065,22,45,Q5,0,no_cc,NO,BA
BA1065,22,45,Q6,1,no_cc,NO,BA
BA1065,22,45,Q7,1,no_cc,NO,BA
BA1065,22,45,Q8,0,no_cc,NO,BA
BA1065,22,45,Q9,0,no_cc,NO,BA
BA1065,22,45,Q10,1,no_cc,NO,BA
BA1066,20,42,Q1,1,no_cc,YES,BA
BA1066,20,42,Q2,1,no_cc,YES,BA
BA1066,20,42,Q3,1,no_cc,YES,BA
BA1066,20,42,Q4,0,no_cc,YES,BA
BA1066,20,42,Q5,1,no_cc,YES,BA
BA1066,20,42,Q6,0,no_cc,YES,BA
BA1066,20,42,Q7,0,no_cc,YES,BA
BA1066,20,42,Q8,0,no_cc,YES,BA
BA1066,20,42,Q9,0,no_cc,YES,BA
BA1066,20,42,Q10,1,no_cc,YES,BA
BA1071,20,44,Q1,0,human_cc,NO,BA
BA1071,20,44,Q2,1,human_cc,NO,BA
BA1071,20,44,Q3,1,human_cc,NO,BA
BA1071,20,44,Q4,1,human_cc,NO,BA
BA1071,20,44,Q5,1,human_cc,NO,BA
BA1071,20,44,Q6,1,human_cc,NO,BA
BA1071,20,44,Q7,1,human_cc,NO,BA
BA1071,20,44,Q8,1,human_cc,NO,BA
BA1071,20,44,Q9,1,human_cc,NO,BA
BA1071,20,44,Q10,0,human_cc,NO,BA
BA1072,20,45,Q1,1,no_cc,YES,BA
BA1072,20,45,Q2,1,no_cc,YES,BA
BA1072,20,45,Q3,1,no_cc,YES,BA
BA1072,20,45,Q4,0,no_cc,YES,BA
BA1072,20,45,Q5,0,no_cc,YES,BA
BA1072,20,45,Q6,1,no_cc,YES,BA
BA1072,20,45,Q7,1,no_cc,YES,BA
BA1072,20,45,Q8,0,no_cc,YES,BA
BA1072,20,45,Q9,1,no_cc,YES,BA
BA1072,20,45,Q10,0,no_cc,YES,BA
BA1074,20,44,Q1,1,human_cc,NO,BA
BA1074,20,44,Q2,0,human_cc,NO,BA
BA1074,20,44,Q3,1,human_cc,NO,BA
BA1074,20,44,Q4,1,human_cc,NO,BA
BA1074,20,44,Q5,1,human_cc,NO,BA
BA1074,20,44,Q6,1,human_cc,NO,BA
BA1074,20,44,Q7,1,human_cc,NO,BA
BA1074,20,44,Q8,1,human_cc,NO,BA
BA1074,20,44,Q9,1,human_cc,NO,BA
BA1074,20,44,Q10,1,human_cc,NO,BA
BA1078,20,45,Q1,0,human_cc,NO,BA
BA1078,20,45,Q2,0,human_cc,NO,BA
BA1078,20,45,Q3,0,human_cc,NO,BA
BA1078,20,45,Q4,0,human_cc,NO,BA
BA1078,20,45,Q5,1,human_cc,NO,BA
BA1078,20,45,Q6,1,human_cc,NO,BA
BA1078,20,45,Q7,1,human_cc,NO,BA
BA1078,20,45,Q8,0,human_cc,NO,BA
BA1078,20,45,Q9,0,human_cc,NO,BA
BA1078,20,45,Q10,1,human_cc,NO,BA
BA1079,23,45,Q1,1,auto_cc,NO,BA
BA1079,23,45,Q2,1,auto_cc,NO,BA
BA1079,23,45,Q3,1,auto_cc,NO,BA
BA1079,23,45,Q4,0,auto_cc,NO,BA
BA1079,23,45,Q5,1,auto_cc,NO,BA
BA1079,23,45,Q6,1,auto_cc,NO,BA
BA1079,23,45,Q7,1,auto_cc,NO,BA
BA1079,23,45,Q8,1,auto_cc,NO,BA
BA1079,23,45,Q9,1,auto_cc,NO,BA
BA1079,23,45,Q10,1,auto_cc,NO,BA
BA1080,20,43,Q1,1,no_cc,NO,BA
BA1080,20,43,Q2,1,no_cc,NO,BA
BA1080,20,43,Q3,0,no_cc,NO,BA
BA1080,20,43,Q4,0,no_cc,NO,BA
BA1080,20,43,Q5,1,no_cc,NO,BA
BA1080,20,43,Q6,1,no_cc,NO,BA
BA1080,20,43,Q7,1,no_cc,NO,BA
BA1080,20,43,Q8,0,no_cc,NO,BA
BA1080,20,43,Q9,1,no_cc,NO,BA
BA1080,20,43,Q10,0,no_cc,NO,BA
BA1082,20,43,Q1,1,human_cc,YES,BA
BA1082,20,43,Q2,1,human_cc,YES,BA
BA1082,20,43,Q3,0,human_cc,YES,BA
BA1082,20,43,Q4,1,human_cc,YES,BA
BA1082,20,43,Q5,0,human_cc,YES,BA
BA1082,20,43,Q6,0,human_cc,YES,BA
BA1082,20,43,Q7,1,human_cc,YES,BA
BA1082,20,43,Q8,1,human_cc,YES,BA
BA1082,20,43,Q9,0,human_cc,YES,BA
BA1082,20,43,Q10,0,human_cc,YES,BA
BA1083,23,41,Q1,1,human_cc,YES,BA
BA1083,23,41,Q2,1,human_cc,YES,BA
BA1083,23,41,Q3,1,human_cc,YES,BA
BA1083,23,41,Q4,0,human_cc,YES,BA
BA1083,23,41,Q5,0,human_cc,YES,BA
BA1083,23,41,Q6,1,human_cc,YES,BA
BA1083,23,41,Q7,0,human_cc,YES,BA
BA1083,23,41,Q8,0,human_cc,YES,BA
BA1083,23,41,Q9,1,human_cc,YES,BA
BA1083,23,41,Q10,0,human_cc,YES,BA
BA30,19,45,Q1,1,auto_cc,YES,BA
BA30,19,45,Q2,1,auto_cc,YES,BA
BA30,19,45,Q3,1,auto_cc,YES,BA
BA30,19,45,Q4,0,auto_cc,YES,BA
BA30,19,45,Q5,0,auto_cc,YES,BA
BA30,19,45,Q6,0,auto_cc,YES,BA
BA30,19,45,Q7,1,auto_cc,YES,BA
BA30,19,45,Q8,1,auto_cc,YES,BA
BA30,19,45,Q9,0,auto_cc,YES,BA
BA30,19,45,Q10,0,auto_cc,YES,BA
BA31,21,44,Q1,1,no_cc,YES,BA
BA31,21,44,Q2,0,no_cc,YES,BA
BA31,21,44,Q3,1,no_cc,YES,BA
BA31,21,44,Q4,1,no_cc,YES,BA
BA31,21,44,Q5,0,no_cc,YES,BA
BA31,21,44,Q6,1,no_cc,YES,BA
BA31,21,44,Q7,0,no_cc,YES,BA
BA31,21,44,Q8,0,no_cc,YES,BA
BA31,21,44,Q9,1,no_cc,YES,BA
BA31,21,44,Q10,0,no_cc,YES,BA
LM103,23,44,Q1,1,no_cc,NO,MA
LM103,23,44,Q2,1,no_cc,NO,MA
LM103,23,44,Q3,1,no_cc,NO,MA
LM103,23,44,Q4,0,no_cc,NO,MA
LM103,23,44,Q5,0,no_cc,NO,MA
LM103,23,44,Q6,1,no_cc,NO,MA
LM103,23,44,Q7,0,no_cc,NO,MA
LM103,23,44,Q8,0,no_cc,NO,MA
LM103,23,44,Q9,1,no_cc,NO,MA
LM103,23,44,Q10,0,no_cc,NO,MA
LM119,25,43,Q1,1,no_cc,YES,MA
LM119,25,43,Q2,1,no_cc,YES,MA
LM119,25,43,Q3,0,no_cc,YES,MA
LM119,25,43,Q4,0,no_cc,YES,MA
LM119,25,43,Q5,1,no_cc,YES,MA
LM119,25,43,Q6,1,no_cc,YES,MA
LM119,25,43,Q7,1,no_cc,YES,MA
LM119,25,43,Q8,1,no_cc,YES,MA
LM119,25,43,Q9,1,no_cc,YES,MA
LM119,25,43,Q10,1,no_cc,YES,MA
LM120,25,38,Q1,1,human_cc,YES,MA
LM120,25,38,Q2,1,human_cc,YES,MA
LM120,25,38,Q3,1,human_cc,YES,MA
LM120,25,38,Q4,1,human_cc,YES,MA
LM120,25,38,Q5,0,human_cc,YES,MA
LM120,25,38,Q6,1,human_cc,YES,MA
LM120,25,38,Q7,1,human_cc,YES,MA
LM120,25,38,Q8,1,human_cc,YES,MA
LM120,25,38,Q9,0,human_cc,YES,MA
LM120,25,38,Q10,0,human_cc,YES,MA
PSY103,27,45,Q1,1,human_cc,YES,MA
PSY103,27,45,Q2,1,human_cc,YES,MA
PSY103,27,45,Q3,1,human_cc,YES,MA
PSY103,27,45,Q4,1,human_cc,YES,MA
PSY103,27,45,Q5,1,human_cc,YES,MA
PSY103,27,45,Q6,1,human_cc,YES,MA
PSY103,27,45,Q7,1,human_cc,YES,MA
PSY103,27,45,Q8,1,human_cc,YES,MA
PSY103,27,45,Q9,1,human_cc,YES,MA
PSY103,27,45,Q10,0,human_cc,YES,MA
PSY109,29,44,Q1,1,human_cc,YES,MA
PSY109,29,44,Q2,1,human_cc,YES,MA
PSY109,29,44,Q3,1,human_cc,YES,MA
PSY109,29,44,Q4,1,human_cc,YES,MA
PSY109,29,44,Q5,1,human_cc,YES,MA
PSY109,29,44,Q6,1,human_cc,YES,MA
PSY109,29,44,Q7,1,human_cc,YES,MA
PSY109,29,44,Q8,0,human_cc,YES,MA
PSY109,29,44,Q9,1,human_cc,YES,MA
PSY109,29,44,Q10,1,human_cc,YES,MA
PSY114,25,42,Q1,0,human_cc,NO,MA
PSY114,25,42,Q2,1,human_cc,NO,MA
PSY114,25,42,Q3,1,human_cc,NO,MA
PSY114,25,42,Q4,1,human_cc,NO,MA
PSY114,25,42,Q5,1,human_cc,NO,MA
PSY114,25,42,Q6,1,human_cc,NO,MA
PSY114,25,42,Q7,0,human_cc,NO,MA
PSY114,25,42,Q8,1,human_cc,NO,MA
PSY114,25,42,Q9,1,human_cc,NO,MA
PSY114,25,42,Q10,0,human_cc,NO,MA
PSY134,28,45,Q1,1,no_cc,YES,MA
PSY134,28,45,Q2,1,no_cc,YES,MA
PSY134,28,45,Q3,1,no_cc,YES,MA
PSY134,28,45,Q4,0,no_cc,YES,MA
PSY134,28,45,Q5,0,no_cc,YES,MA
PSY134,28,45,Q6,0,no_cc,YES,MA
PSY134,28,45,Q7,1,no_cc,YES,MA
PSY134,28,45,Q8,0,no_cc,YES,MA
PSY134,28,45,Q9,0,no_cc,YES,MA
PSY134,28,45,Q10,0,no_cc,YES,MA
PSY148,22,45,Q1,1,auto_cc,YES,MA
PSY148,22,45,Q2,0,auto_cc,YES,MA
PSY148,22,45,Q3,0,auto_cc,YES,MA
PSY148,22,45,Q4,0,auto_cc,YES,MA
PSY148,22,45,Q5,1,auto_cc,YES,MA
PSY148,22,45,Q6,1,auto_cc,YES,MA
PSY148,22,45,Q7,1,auto_cc,YES,MA
PSY148,22,45,Q8,1,auto_cc,YES,MA
PSY148,22,45,Q9,1,auto_cc,YES,MA
PSY148,22,45,Q10,1,auto_cc,YES,MA
PSY149,23,44,Q1,1,auto_cc,NO,MA
PSY149,23,44,Q2,1,auto_cc,NO,MA
PSY149,23,44,Q3,1,auto_cc,NO,MA
PSY149,23,44,Q4,0,auto_cc,NO,MA
PSY149,23,44,Q5,1,auto_cc,NO,MA
PSY149,23,44,Q6,1,auto_cc,NO,MA
PSY149,23,44,Q7,0,auto_cc,NO,MA
PSY149,23,44,Q8,1,auto_cc,NO,MA
PSY149,23,44,Q9,1,auto_cc,NO,MA
PSY149,23,44,Q10,0,auto_cc,NO,MA
PSY150,27,44,Q1,1,auto_cc,YES,MA
PSY150,27,44,Q2,1,auto_cc,YES,MA
PSY150,27,44,Q3,0,auto_cc,YES,MA
PSY150,27,44,Q4,1,auto_cc,YES,MA
PSY150,27,44,Q5,1,auto_cc,YES,MA
PSY150,27,44,Q6,1,auto_cc,YES,MA
PSY150,27,44,Q7,0,auto_cc,YES,MA
PSY150,27,44,Q8,0,auto_cc,YES,MA
PSY150,27,44,Q9,0,auto_cc,YES,MA
PSY150,27,44,Q10,0,auto_cc,YES,MA
PSY153,22,44,Q1,1,auto_cc,NO,MA
PSY153,22,44,Q2,1,auto_cc,NO,MA
PSY153,22,44,Q3,0,auto_cc,NO,MA
PSY153,22,44,Q4,0,auto_cc,NO,MA
PSY153,22,44,Q5,0,auto_cc,NO,MA
PSY153,22,44,Q6,1,auto_cc,NO,MA
PSY153,22,44,Q7,1,auto_cc,NO,MA
PSY153,22,44,Q8,1,auto_cc,NO,MA
PSY153,22,44,Q9,1,auto_cc,NO,MA
PSY153,22,44,Q10,1,auto_cc,NO,MA
PSY155,22,41,Q1,0,auto_cc,YES,MA
PSY155,22,41,Q2,0,auto_cc,YES,MA
PSY155,22,41,Q3,0,auto_cc,YES,MA
PSY155,22,41,Q4,1,auto_cc,YES,MA
PSY155,22,41,Q5,1,auto_cc,YES,MA
PSY155,22,41,Q6,1,auto_cc,YES,MA
PSY155,22,41,Q7,1,auto_cc,YES,MA
PSY155,22,41,Q8,1,auto_cc,YES,MA
PSY155,22,41,Q9,1,auto_cc,YES,MA
PSY155,22,41,Q10,1,auto_cc,YES,MA
PSY156,23,44,Q1,1,human_cc,NO,MA
PSY156,23,44,Q2,1,human_cc,NO,MA
PSY156,23,44,Q3,1,human_cc,NO,MA
PSY156,23,44,Q4,0,human_cc,NO,MA
PSY156,23,44,Q5,1,human_cc,NO,MA
PSY156,23,44,Q6,1,human_cc,NO,MA
PSY156,23,44,Q7,1,human_cc,NO,MA
PSY156,23,44,Q8,0,human_cc,NO,MA
PSY156,23,44,Q9,1,human_cc,NO,MA
PSY156,23,44,Q10,0,human_cc,NO,MA
PSY163,25,44,Q1,1,human_cc,YES,MA
PSY163,25,44,Q2,1,human_cc,YES,MA
PSY163,25,44,Q3,1,human_cc,YES,MA
PSY163,25,44,Q4,1,human_cc,YES,MA
PSY163,25,44,Q5,1,human_cc,YES,MA
PSY163,25,44,Q6,1,human_cc,YES,MA
PSY163,25,44,Q7,1,human_cc,YES,MA
PSY163,25,44,Q8,0,human_cc,YES,MA
PSY163,25,44,Q9,1,human_cc,YES,MA
PSY163,25,44,Q10,0,human_cc,YES,MA
509,46,41,Q1,1,auto_cc,YES,BA
509,46,41,Q2,1,auto_cc,YES,BA
509,46,41,Q3,1,auto_cc,YES,BA
509,46,41,Q4,1,auto_cc,YES,BA
509,46,41,Q5,1,auto_cc,YES,BA
509,46,41,Q6,1,auto_cc,YES,BA
509,46,41,Q7,0,auto_cc,YES,BA
509,46,41,Q8,0,auto_cc,YES,BA
509,46,41,Q9,1,auto_cc,YES,BA
509,46,41,Q10,0,auto_cc,YES,BA